"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","file_path","file_paths","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","attribute:pa_cap","attribute_data:pa_cap","attribute_default:pa_cap","attribute:pa_size","attribute_data:pa_size","attribute_default:pa_size","attribute:pa_size-ml","attribute_data:pa_size-ml","attribute_default:pa_size-ml"
"Teardrop","teardrop","26318","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Teardrop-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","120ml","0|1|1",""
"Wave","wave","26331","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Wave-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/230ml-Wave-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Wave-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Fireman Spray|Gel Pump|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","120ml|230ml|50ml","0|1|1",""
"BBW","bbw","26362","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-BBW-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-BBW-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-BBW-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Fireman Spray|Gel Pump|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","130ml|150ml|250ml","0|1|1",""
"Trapezoid","trapezoid","26397","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Trapezoid-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Trapezoid-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Trapezoid-+-Ardent-Fliptop-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Ball Fliptop Cap|Ball Screw Cap|Gel Pump|Gel Pump Shroud|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Shroud","1|1|1","","","","","130ml|30ml|50ml","0|1|1",""
"Therma Tall","therma-tall","26416","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-Tall-+-Fireman-Spray.jpg","variable","pet bottles","","","","Fireman Spray","1|1|1","","","","","200ml","0|1|1",""
"Boston Slim","boston-slim","26418","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-Slim-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-Slim-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-Slim-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-Slim-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-Slim-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-Slim-+-Pump-Spray.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray","1|1|1","","","","","250ml","0|1|1",""
"Boston with Collar","boston-with-collar","26425","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Boston-with-Collar-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Fireman Spray|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","250ml","0|1|1",""
"Wine","wine","26435","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Wine-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Wine-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Wine-+-Lotion-Pump-Flat-Turn.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Wine-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Wine-+-Trigger-Spray.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Disc Cap|Fireman Spray|Lotion Pump Flat|Lotion Pump Flat Turn|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","250ml|500ml","0|1|1",""
"Test Tube","test-tube","26450","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/25ml-Test-Tube-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/40ml-Test-Tube-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/29ml-Test-Tube-+-Pump-Spray.jpg","variable","pet bottles","","","","Pump Spray","1|1|1","","","","","25ml|29ml|40ml","0|1|1",""
"Raindrop","raindrop","26454","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/270ml-Raindrop-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/270ml-Raindrop-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/270ml-Raindrop-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/270ml-Raindrop-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/270ml-Raindrop-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/270ml-Raindrop-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Raindrop-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Raindrop-+-Lotion-Pump-Flat-Turn.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Raindrop-+-Mushroom-Screw-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Lotion Pump Flat|Lotion Pump Flat Turn|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray","1|1|1","","","","","270ml|500ml","0|1|1",""
"Midget","midget","26464","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Midget-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Midget-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Midget-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Midget-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Midget-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Midget-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Midget-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Z Fliptop Cap","1|1|1","","","","","30ml|50ml","0|1|1",""
"Paris","paris","26478","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Paris-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Paris-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Paris-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Paris-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Paris-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Paris-+-Pump-Spray.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Ball Screw Cap|Gel Pump|Gel Pump Shroud|Lotion Pump Flat|Mushroom Fliptop Cap|Pump Spray|Pump Spray Shroud|Z Fliptop Cap","1|1|1","","","","","100ml|200ml|30ml|50ml","0|1|1",""
"Teardrop (18mm)","teardrop-18mm","26493","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-18mm-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Ball Screw Cap|Gel Pump|Gel Pump Shroud|Mushroom Fliptop Cap|Pump Spray|Pump Spray Shroud","1|1|1","","","","","60ml","0|1|1",""
"Teardrop (20mm)","teardrop-20mm","26502","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/60ml-Teardrop-20mm-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","60ml","0|1|1",""
"XY","xy","26515","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/80ml-XY-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Pump Spray|Pump Spray Shroud","1|1|1","","","","","80ml","0|1|1",""
